 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 54 473 14 3 ZTF_g 1609211605515 0 2.174 142.024 5.68298 26.3502 1.0132e-05 0.0259266 -0.0412959 1.61605e-05 395 30. 0.080665 0.078399 20.5806 26.3502 1 2459363.7116088 473120155 14095.4258100494 70.1129545513869 223.632404069843 15.1661352775136 14252.9951412049 73.4419612180223 195.378631582684 1.0753464729836 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 55 473 14 3 ZTF_g 1611190935515 0 1.9458 136.364 5.74089 26.3059 1.091e-05 0.0268059 -0.0457231 1.72138e-05 395 30. 0.084682 0.075544 20.6247 26.3059 1 2459365.6909375 473120155 13407.8502387397 67.9304523005903 219.558090582179 19.0375830068555 13060.3633950338 70.8963511799692 185.458425928711 1.06278136890585 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 56 473 14 3 ZTF_r 1613192195515 0 1.6463 230.221 7.13902 26.1716 1.29161e-05 0.0290368 0.110387 2.02663e-05 396 30. 0.08442 0.072656 20.3735 26.1716 1 2459367.6921991 473120255 22271.0932325373 86.1472268355687 287.577587082679 54.2849182682673 20349.0515624278 88.2518267457646 232.132346160922 1.03909016627286 2.85942039993687 17.5639995574951 0.104000002145767 5.88100004196167 0.702000021934509 2458185.927488 2458243.668808 0
 57 473 14 3 ZTF_r 1615207225515 0 1.824 240.33 6.03234 26.2211 9.5215e-06 0.0251237 0.109329 1.50301e-05 397 30. 0.082172 0.074929 20.5292 26.2211 1 2459369.7072222 473120255 21423.4810254716 83.0537757696962 286.936277157823 47.6047428882673 20257.5939758894 83.5200363472299 244.181287853477 1.04225967876192 2.85942039993687 17.5639995574951 0.104000002145767 5.88100004196167 0.702000021934509 2458185.927488 2458243.668808 0
 58 473 14 3 ZTF_g 1615229615515 0 2.5931 132.028 5.17341 26.2754 1.66152e-05 0.0331125 -0.0428474 2.68938e-05 390 30. 0.093868 0.089923 20.455 26.2754 1 2459369.7296181 473120155 11481.9723230114 65.7437993426136 194.274812448207 7.55997686359005 11945.4631658986 71.2198705042961 168.856197890399 1.08510055241301 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 59 473 14 3 ZTF_g 1617191485515 0 1.9318 137.097 5.92181 26.3114 1.20891e-05 0.0282916 -0.042175 1.91923e-05 399 30. 0.078891 0.079928 20.6391 26.3114 1 2459371.6914815 473120155 12014.4104805192 67.1565818163711 199.007151718563 13.6609513921801 11914.0338442594 75.855515792479 158.120018331779 1.06626027276259 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 60 473 14 3 ZTF_r 1619211165515 0 2.2574 244.762 5.91254 26.2257 9.2229e-06 0.024564 0.11793 1.44764e-05 396 30. 0.087957 0.074914 20.3757 26.2257 1 2459373.711169 473120255 17750.0132464227 80.0730117037354 246.585377341366 16.6926726588195 18004.8276649064 87.4953898209457 207.166243298415 1.06622254503894 2.85942039993687 17.5639995574951 0.104000002145767 5.88100004196167 0.702000021934509 2458185.927488 2458243.668808 0
 61 473 14 3 ZTF_g 1619257155515 0 3.189 129.625 5.02163 26.2515 1.4665e-05 0.0306201 -0.0280065 2.54574e-05 371 30. 0.104958 0.085465 20.2766 26.2515 1 2459373.7571528 473120155 10147.3158841686 65.9343268260637 171.196312017222 4.28182269941187 10683.67715675 72.1317394575228 149.110951960599 1.1194458763409 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 62 473 14 3 ZTF_g 1621187525515 0 2.7867 140.886 5.92797 26.3352 1.35873e-05 0.0298421 -0.0329264 2.20799e-05 389 30. 0.087215 0.085093 20.34 26.3352 1 2459375.6875231 473120155 10834.9913384116 69.0426894540928 174.568415203948 5.54403988436751 11227.7935129265 78.4761598390509 144.036270013831 1.1008382437251 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 63 473 14 3 ZTF_g 1623186675515 0 1.8195 140.207 6.0538 26.3349 1.20181e-05 0.0283036 -0.0355229 1.91235e-05 395 30. 0.08236 0.084273 20.6638 26.3349 1 2459377.6866782 473120155 11435.1315165963 66.0839785512369 192.486281759651 16.7930730655687 10811.9336606202 72.8304850526497 149.453249528949 1.0730746818839 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 64 473 14 3 ZTF_r 1623211035515 0 1.5231 246.462 7.00387 26.244 1.36088e-05 0.02987 0.115426 2.11233e-05 399 30. 0.080563 0.085084 20.4982 26.244 1 2459377.7110301 473120255 17798.789460074 78.2937856416311 252.882033122459 51.7365227646905 15992.546817702 79.5482319588334 202.396170778263 1.0445219711876 2.85942039993687 17.5639995574951 0.104000002145767 5.88100004196167 0.702000021934509 2458185.927488 2458243.668808 0
 65 473 14 3 ZTF_g 1625208035515 0 1.7597 138.463 6.26692 26.3217 9.5298e-06 0.0253284 -0.0434307 1.52142e-05 399 30. 0.087994 0.082826 20.6379 26.3217 1 2459379.7080324 473120155 10896.8755748499 62.4578013283835 194.075226261333 18.1585839384597 10440.3066804915 70.0330582183235 150.080876289887 1.05647264565236 2.34780981315809 17.9349996566772 0.0890000015497208 5.28599977493286 0.507000029087067 2458214.780787 2458278.690648 0
 66 473 14 3 ZTF_r 1625212875515 0 1.4722 243.279 7.69824 26.2227 1.28548e-05 0.0291561 0.111274 2.01112e-05 396 30. 0.088379 0.084737 20.4002 26.2227 1 2459379.7128704 473120255 16612.754966441 78.1899066985963 236.344644402733 41.200286894263 14911.0356720969 88.1431994266696 170.307663584895 1.04216258819889 2.85942039993687 17.5639995574951 0.104000002145767 5.88100004196167 0.702000021934509 2458185.927488 2458243.668808 0
# ------------------------------END---------------------------------
